ID	LABEL	alternative term	IEDB alternative term	has cross-reference	logical type	parent	textual definition	logical annotation goal	derives from organism	axiom organism	derives from cell	axiom cell	derives from tissue	axiom tissue	having disease	axiom disease	unified axiom
ICF:0000049	Hs 578T cell	HS 578T| Hs-578T| HS-578T| Hs_578t| Hs-578-T| HS-578-T| Hs 578.T| HS578T| Hs578T| Hs578t| HS0578T| 578T| HS578| Hs578| Homo sapiens No. 578, tumor cells|HS578T|Hs 578T	Hs 578T cell	RRID:CVCL_0332|CLO:0004009	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the breast of subjects with breast carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast carcinoma'))))))	Homo sapiens		epithelial cell		breast		breast carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast carcinoma'))))))
ICF:0000050	RCB0881 cell	OCUB-M|RCB0881|OCUBM| OCUB-1M| OCUB-1 Monolayered	OCUB-M cell	RRID:CVCL_1621|CLO:0051609	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with breast carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast carcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		breast carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast carcinoma'))))))
ICF:0000051	HCC1187 cell	HCC-1187| Hamon Cancer Center 1187|HCC1187	HCC1187 cell	RRID:CVCL_1247|CLO:0003632	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the breast of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		breast		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000052	HCC1395 cell	HCC-1395| SCC-1395| Hamon Cancer Center 1395|HCC1395	HCC1395 cell	RRID:CVCL_1249|CLO:0003634	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the breast of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		breast		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000053	HCC1419 cell	HCC-1419| Hamon Cancer Center 1419|HCC1419	HCC1419 cell	RRID:CVCL_1251|CLO:0003636	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the breast of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		breast		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000054	HCC1500 cell	HCC-1500| Hamon Cancer Center 1500|HCC1500	HCC1500 cell	RRID:CVCL_1254|CLO:0003639	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the breast of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		breast		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000055	HCC1569 cell	HCC-1569| Hamon Cancer Center 1569|HCC1569	HCC1569 cell	RRID:CVCL_1255|CLO:0003640	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the breast of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		breast		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000056	HCC70 cell	HCC-70| HCC 70| HCC0070| Hamon Cancer Center 70|HCC70	HCC70 cell	RRID:CVCL_1270|CLO:0003658	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the breast of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		breast		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000057	JIMT-1 cell	JIMT1| JIMT|JIMT-1	JIMT-1 cell	RRID:CVCL_2077|CLO:0009912	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000058	SUM185PE cell	SUM-185PE| SUM 185PE| SUM-185| SUM 185| SUM185| 185PE|SUM185PE	SUM185PE cell	RRID:CVCL_5591|CLO:0009919	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000059	T-47D cell	T-47-D| T47-D| T47D:A| T47D|T-47D|T47D cell	T-47D cell	RRID:CVCL_0553|CLO:0009251	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000060	UACC-812 cell	UACC 812| UACC812| University of Arizona Cell Culture-812|UACC-812	UACC-812 cell	RRID:CVCL_1781|CLO:0009467	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the breast of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		breast		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000061	UACC-893 cell	UACC 893| UACC893| University of Arizona Cell Culture-893|UACC-893	UACC-893 cell	RRID:CVCL_1782|CLO:0009468	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the breast of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		breast		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000062	ZR-75-1 cell	Zr-75-1| ZR751| ZR75-1| ZR75.1| ZR75_1|ZR-75-1	ZR-75-1 cell	RRID:CVCL_0588|CLO:0009727	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the ovary of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('ovary' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		ovary		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('ovary' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000063	ZR-75-30 cell	ZR75-30| ZR7530| ZR 7530|ZR-75-30	ZR-75-30 cell	RRID:CVCL_1661|CLO:0009728	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the ascitic fluid of subjects with breast ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('ascitic fluid' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))	Homo sapiens		epithelial cell		ascitic fluid		breast ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('ascitic fluid' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast ductal carcinoma'))))))
ICF:0000064	HCC1806 cell	Hcc1806| HCC-1806| Hamon Cancer Center 1806|HCC1806	HCC1806 cell	RRID:CVCL_1258|CLO:0003644	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the breast of subjects with breast squamous cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast squamous cell carcinoma'))))))	Homo sapiens		epithelial cell		breast		breast squamous cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'breast squamous cell carcinoma'))))))
ICF:0000065	NCI-H358 cell	H358| H-358| NCIH358|NCI-H358	NCI-H358 cell	RRID:CVCL_1559|CLO:0008085	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with bronchiolo-alveolar adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'bronchiolo-alveolar adenocarcinoma'))))))	Homo sapiens		epithelial cell		lung		bronchiolo-alveolar adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'bronchiolo-alveolar adenocarcinoma'))))))
ICF:0000066	SNU-C2B cell	SNUC2B| NCI-SNU-C2B|SNU-C2B	SNU-C2B cell	RRID:CVCL_1710|CLO:0009105	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the caecum of subjects with cecum adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('caecum' and ('part of' some ('Homo sapiens' and ('has disease' some 'cecum adenocarcinoma'))))))	Homo sapiens		epithelial cell		caecum		cecum adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('caecum' and ('part of' some ('Homo sapiens' and ('has disease' some 'cecum adenocarcinoma'))))))
ICF:0000067	C-33 A cell	C33A| C33a| C33-A| C-33-A| C-33A| C33|C-33 A	C-33A cell	RRID:CVCL_1094|CLO:0002115	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the uterine cervix of subjects with cervical squamous cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('uterine cervix' and ('part of' some ('Homo sapiens' and ('has disease' some 'cervical squamous cell carcinoma'))))))	Homo sapiens		epithelial cell		uterine cervix		cervical squamous cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('uterine cervix' and ('part of' some ('Homo sapiens' and ('has disease' some 'cervical squamous cell carcinoma'))))))
ICF:0000068	Ca Ski cell	Ca-Ski| CaSki| Caski| CASKI|Ca Ski	CaSki cell	RRID:CVCL_1100|CLO:0002165	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the uterine cervix of subjects with cervical squamous cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('uterine cervix' and ('part of' some ('Homo sapiens' and ('has disease' some 'cervical squamous cell carcinoma'))))))	Homo sapiens		epithelial cell		uterine cervix		cervical squamous cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('uterine cervix' and ('part of' some ('Homo sapiens' and ('has disease' some 'cervical squamous cell carcinoma'))))))
ICF:0000069	CAKI-1 cell	CaKi-1| caki-1| CAKI.1| CAKI 1| CAKI1| Caki1|CAKI-1	Caki-1 cell	RRID:CVCL_0234|CLO:0002175	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the kidney of subjects with clear cell renal cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('kidney' and ('part of' some ('Homo sapiens' and ('has disease' some 'clear cell renal cell carcinoma'))))))	Homo sapiens		epithelial cell		kidney		clear cell renal cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('kidney' and ('part of' some ('Homo sapiens' and ('has disease' some 'clear cell renal cell carcinoma'))))))
ICF:0000070	RCB1275 cell	TUHR-10TKB| OgTs|RCB1275|TUHR10TKB	TUHR10TKB cell	RRID:CVCL_5952|CLO:0050896	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the kidney of subjects with clear cell renal cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('kidney' and ('part of' some ('Homo sapiens' and ('has disease' some 'clear cell renal cell carcinoma'))))))	Homo sapiens		epithelial cell		kidney		clear cell renal cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('kidney' and ('part of' some ('Homo sapiens' and ('has disease' some 'clear cell renal cell carcinoma'))))))
ICF:0000071	Caco-2 cell	Caco-2|CaCo-2| CACO-2| Caco 2| CACO 2| CACO2| CaCo2| CaCO2| Caco2| Caco-2/ATCC| Caco-II	Caco-2 cell	RRID:CVCL_0025|CLO:0002172	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the colon of subjects with colon adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('colon' and ('part of' some ('Homo sapiens' and ('has disease' some 'colon adenocarcinoma'))))))	Homo sapiens		epithelial cell		colon		colon adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('colon' and ('part of' some ('Homo sapiens' and ('has disease' some 'colon adenocarcinoma'))))))
ICF:0000072	CL-40 cell	CL-40:CL40	CL-40 cell	RRID:CVCL_1982|CLO:0009958	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the colon of subjects with colon adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('colon' and ('part of' some ('Homo sapiens' and ('has disease' some 'colon adenocarcinoma'))))))	Homo sapiens		epithelial cell		colon		colon adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('colon' and ('part of' some ('Homo sapiens' and ('has disease' some 'colon adenocarcinoma'))))))
